대분류,중분류,소분류,발명의 명칭,출원일,대표출원인 국적
UAM,기체•부품,동력•추진 시스템,Bubble collector for suction fuel system,2014.10.06,US
UAM,기체•부품,동력•추진 시스템,Bubble collector for suction fuel system,2014.10.06,US
UAM,기체•부품,동력•추진 시스템,Fuel jettison system,2007.01.19,US
UAM,기체•부품,동력•추진 시스템,Aircraft fuel supply systems,2013.04.18,GB
UAM,기체•부품,동력•추진 시스템,Aircraft fuel supply systems,2013.04.18,GB
UAM,기체•부품,동력•추진 시스템,Aircraft fuel supply system,2013.04.18,GB
UAM,기체•부품,동력•추진 시스템,Crash force attenuating fuel system,2019.02.14,US
UAM,기체•부품,동력•추진 시스템,Deformable clips for an aircraft fuel systems,2017.04.25,US
UAM,기체•부품,기체구조,Fuselage airframe,2015.02.04,FR
UAM,기체•부품,동력•추진 시스템,Fuel cells configured to deliver bi-polar high voltage dc power,2019.01.25,US
UAM,기체•부품,기계•전기전자 시스템,Full electromagnetic suspension type magnetic control rotor system,2016.11.24,CN
UAM,기체•부품,기계•전기전자 시스템,Full-dimensional loader for airdrops,2022.12.13,CN
UAM,기체•부품,기체구조,Compound helicopters having auxiliary propulsive systems,2021.05.25,US
UAM,기체•부품,기체구조,Compound helicopters having auxiliary propulsive systems,2019.03.26,US
UAM,기체•부품,동력•추진 시스템,A full differential coaxial helicopter operating mechanism,2014.10.28,CN
UAM,기체•부품,기체구조,Fully-protected unmanned aerial vehicle,2015.12.29,CN
UAM,기체•부품,기체구조,A full-protection without man-machine,2015.08.31,US
UAM,기체•부품,기체구조,Foldable unmanned aerial vehicle,2015.08.04,CN
UAM,기체•부품,기체구조,Fully-protected unmanned aerial vehicle (一种全保护无人机),2015.12.29,CN
UAM,기체•부품,동력•추진 시스템,Fumigation device,2015.04.14,AR
UAM,기체•부품,기체구조,Vertical take off and landing aircraft system with energy recapture technology,2009.10.05,US
UAM,기체•부품,기체구조,Fuselage opening and closing system of unmanned helicopter (无人直升机的机壳开合系统),2015.04.30,CN
UAM,기체•부품,기체구조,Rotorcraft fuselage structure incorporating a load-bearing middle floor interposed between a cabin space and an equipment space,2014.10.31,FR
UAM,기체•부품,기체구조,Air vehicle and method of controlling air vehicle,2018.08.09,JP
UAM,기체•부품,기체구조,Fuselage-tiltable compound dynamical rotor unmanned plane,2017.05.24,CN
UAM,기체•부품,기체구조,Ganged servo flight control system for an unmanned aerial vehicle,2020.03.05,US
UAM,기체•부품,기체구조,The linkage servo flight control system for unmanned aerial vehicles,2016.08.25,US
UAM,기체•부품,기체구조,Ganged servo flight control system for an unmanned aerial vehicle,2016.08.25,US
UAM,기체•부품,기체구조,Ganged servo flight control system for an unmanned aerial vehicle,2015.08.25,US
UAM,기체•부품,기계•전기전자 시스템,Ganged servo flight control system for an unmanned aerial vehicle,2016.08.25,US
UAM,기체•부품,기체구조,Ganged servo flight control system for an unmanned aerial vehicle,2016.08.25,US
UAM,기체•부품,동력•추진 시스템,Gantry-type multi-layer rotor helicopter,2019.08.09,CN
UAM,기체•부품,동력•추진 시스템,Gas turbine,2002.07.16,JP
UAM,기체•부품,동력•추진 시스템,Gas turbine engine with variable speed output,2020.12.18,CA
UAM,기체•부품,동력•추진 시스템,Advanced distributed engine architecture-design alternative,2016.06.17,US
UAM,기체•부품,동력•추진 시스템,Geared turbofan gas turbine engine architecture,2013.01.30,US
UAM,기체•부품,동력•추진 시스템,Geared turbofan gas turbine engine architecture,2013.01.30,US
UAM,기체•부품,동력•추진 시스템,Geared turbofan engine,2019.04.30,GB
UAM,기체•부품,동력•추진 시스템,Geared turbofan gas turbine engine architecture,2013.01.30,US
UAM,기체•부품,동력•추진 시스템,Fan stagger angle for geared gas turbine engine,2012.12.28,US
UAM,기체•부품,동력•추진 시스템,Fan stagger angle for geared gas turbine engine,2012.12.28,US
UAM,기체•부품,동력•추진 시스템,With high-speed low-pressure turbine section of a gas turbine engine,2013.01.21,US
UAM,기체•부품,동력•추진 시스템,Gas turbine engine with high speed low pressure turbine section,2013.01.21,US
UAM,기체•부품,동력•추진 시스템,Gas turbine engine with high speed low pressure turbine section,2013.01.21,US
UAM,기체•부품,동력•추진 시스템,Power system for rotary wing aircraft,2020.08.14,US
UAM,기체•부품,동력•추진 시스템,Power system for rotary wing aircraft,2019.08.20,US
UAM,기체•부품,동력•추진 시스템,Multi spool gas turbine system,2006.08.01,US
UAM,기체•부품,동력•추진 시스템,Gas turbine engine,2013.01.30,US
UAM,기체•부품,동력•추진 시스템,Geared turbofan gas turbine engine architecture,2013.01.30,US
UAM,기체•부품,동력•추진 시스템,Electrically coupled supercharger for a gas turbine engine,2005.04.08,US
UAM,기체•부품,동력•추진 시스템,Gas turbine vane,2005.02.26,DE
UAM,기체•부품,기체구조,Gasoline-electric hybrid multiaxis rotor type unmanned aerial vehicle (油电混合动力多轴旋翼式无人机),2018.06.15,CN
UAM,기체•부품,기체구조,Gasoline-electric hybrid power vertical take-off and landing aircraft having driving rotors (一种油电混合动力主动旋翼垂直起降飞行器),2019.01.22,CN
UAM,기체•부품,기체구조,"Gasoline-electric hybrid unmanned aerial vehicle, power generation assembly and engine (油电混动无人机、发电组件及发动机)",2021.08.20,CN
UAM,기체•부품,동력•추진 시스템,High speed gear sized and configured to reduce windage loss,2012.04.19,US
UAM,기체•부품,기체구조,Multi-speed gear box for a rotary wing aircraft,2020.07.08,US
UAM,기체•부품,기체구조,Gearbox integrated on small single-rotor-wing unmanned helicopter rack,2016.12.05,CN
UAM,기체•부품,기체구조,Split torque gearbox for rotary wing aircraft with translational thrust system,2006.04.28,US
UAM,기체•부품,기체구조,Split torque gearbox for rotary wing aircraft with translational thrust system,2005.05.31,US
UAM,기체•부품,기체구조,Split torque gearbox for rotary wing aircraft with translational thrust system,2006.04.28,US
UAM,기체•부품,기체구조,Split torque gearbox for rotary wing aircraft with translational thrust system,2006.04.28,US
UAM,기체•부품,기체구조,Variable speed gearbox with an independently variable speed tail rotor system for a rotary wing aircraft,2008.09.03,US
UAM,기체•부품,기체구조,Variable speed gearbox with an independently variable speed tail rotor system for a rotary wing aircraft,2005.12.02,US
UAM,기체•부품,기체구조,Variable speed gearbox with an independently variable speed tail rotor system for a rotary wing aircraft,2006.10.17,US
UAM,기체•부품,기체구조,Variable speed gearbox with an independently variable speed tail rotor system for a rotary wing aircraft,2006.10.17,US
UAM,기체•부품,기체구조,Torque split gearbox for rotary wing aircraft,2016.01.29,US
UAM,기체•부품,기체구조,Torque split gearbox for rotary wing aircraft,2013.09.04,US
UAM,기체•부품,기체구조,Rotary wing aircraft with a torque split gearbox,2014.08.28,US
UAM,기체•부품,기체구조,Torque split gearbox for rotary wing aircraft,2014.08.28,US
UAM,기체•부품,동력•추진 시스템,Acoustic noise suppressing ducted fan propulsor mounting arrangement and treatments,2019.04.16,US
UAM,기체•부품,동력•추진 시스템,Acoustic noise suppressing ducted fan propulsor mounting arrangement and treatments,2019.04.16,US
UAM,기체•부품,기계•전기전자 시스템,A generalization of the helicopter laboratory measurement and control system,2014.01.10,CN
UAM,기체•부품,동력•추진 시스템,Power generation and drive system,2018.10.01,GB
UAM,기체•부품,동력•추진 시스템,Mast-mounted aircraft generator,2014.04.17,US
UAM,기체•부품,동력•추진 시스템,Mast-mounted aircraft generator,2014.04.17,US
UAM,기체•부품,동력•추진 시스템,Mast-mounted aircraft generator,2014.04.17,US
UAM,기체•부품,기체구조,System and method for controlling an unmanned air vehicle,2012.04.13,CH
UAM,기체•부품,기계•전기전자 시스템,Geometry-based flight control system,2018.01.25,US
UAM,기체•부품,기계•전기전자 시스템,Geometry-based flight control system,2021.07.13,US
UAM,기체•부품,기계•전기전자 시스템,Geometry-based flight control system,2017.05.12,US
UAM,기체•부품,기계•전기전자 시스템,"Gimbal, filming equipment and unmanned aerial vehicles",2016.07.29,CN
UAM,기체•부품,기체구조,Air vehicle propulsion system on gimbaled truss,2007.01.25,US
UAM,기체•부품,기체구조,Glide kite airplane,2003.11.14,JP
UAM,기체•부품,기계•전기전자 시스템,A global active noise reduction method for rotorcraft,2021.06.09,CN
UAM,기체•부품,기계•전기전자 시스템,Global active noise control method for rotorcraft,2022.03.23,CN
UAM,기체•부품,기계•전기전자 시스템,Hovering control for helicopters using a gnss vector,2014.03.14,US
UAM,기체•부품,기계•전기전자 시스템,Hovering control for helicopters using a gnss vector,2015.03.16,US
UAM,기체•부품,기계•전기전자 시스템,Governor for a rotor with a variable maximum collective pitch,2007.03.26,US
UAM,기체•부품,기계•전기전자 시스템,Governor for a rotor with a variable maximum collective pitch,2008.03.12,US
UAM,기체•부품,기계•전기전자 시스템,Governor for a rotor with a variable maximum collective pitch and method,2008.03.12,US
UAM,기체•부품,동력•추진 시스템,Gradient pitch multi-section slotted propeller (一种渐变螺距多段式开缝螺旋桨),2018.12.06,CN
UAM,기체•부품,기계•전기전자 시스템,Graphical authoring and editing of mark-up language sequences,2004.10.05,US
UAM,기체•부품,기계•전기전자 시스템,Graphical authoring and editing of mark-up language sequences,2008.08.26,US
UAM,기체•부품,기체구조,Ground effect based rotorcraft and flight mode switching control method (一种地面效应旋翼飞行器及飞行模式切换控制方法),2020.08.24,CN
UAM,기체•부품,기체구조,A ground effect rotorcraft and flight mode switching method,2019.12.04,CN
UAM,기체•부품,동력•추진 시스템,A ground effect flight vehicle,2021.10.12,NL
UAM,기체•부품,기체구조,Ground movement system plugin for vtol uavs,2016.04.06,IT
UAM,기체•부품,동력•추진 시스템,Ground omni-directional moving device for sled-type helicopter,2018.06.25,CN
UAM,기체•부품,동력•추진 시스템,Ground service systems and devices for an electric aircraft,2022.05.24,US
UAM,기체•부품,기계•전기전자 시스템,Ground state determination systems for aircraft,2021.11.03,US
UAM,기체•부품,기체구조,Ground-based vectored thrust system,2019.04.23,US
UAM,기체•부품,기체구조,Ground-based vectored thrust system,2019.04.23,US
UAM,기체•부품,기체구조,Ground-effect aircraft and airfield,2002.03.18,GB
